# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 40, mean observations per image: 1477.504854368932
21 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00021.png

22 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00022.png

23 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00023.png

24 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00024.png

25 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00025.png

26 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00026.png

27 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00027.png

28 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00028.png

29 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00029.png

30 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00030.png

31 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00031.png

32 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00032.png

33 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00033.png

34 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00034.png

35 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00035.png

36 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00036.png

37 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00037.png

38 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00038.png

39 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00039.png

40 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00040.png

41 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00041.png

42 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00042.png

43 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00043.png

44 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00044.png

45 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00045.png

46 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00046.png

47 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00047.png

48 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00048.png

49 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00049.png

50 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00050.png

51 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00051.png

52 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00052.png

53 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00053.png

54 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00054.png

55 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00055.png

56 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00056.png

57 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00057.png

58 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00058.png

59 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00059.png

60 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00060.png

61 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00061.png

62 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00062.png

63 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00063.png

64 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00064.png

65 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00065.png

66 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00066.png

67 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00067.png

68 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00068.png

69 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00069.png

70 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00070.png

71 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00071.png

72 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00072.png

73 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00073.png

74 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00074.png

75 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00075.png

76 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00076.png

77 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00077.png

78 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00078.png

79 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00079.png

80 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00080.png

81 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00081.png

82 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00082.png

83 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00083.png

84 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00084.png

85 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00085.png

86 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00086.png

87 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00087.png

88 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00088.png

89 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00089.png

90 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00090.png

91 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00091.png

92 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00092.png

93 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00093.png

94 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00094.png

95 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00095.png

96 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00096.png

97 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00097.png

98 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00098.png

99 0.707107 0.707107 0.000000 0.000000 0.000000 -7.000000 11.269690 1 00099.png

#0 0.711501 0.702983 0.015869 0.014501 0.75 2.80 3.40 1 00041.png

#1 0.711501 0.702983 0.015869 0.014501 1.27 -4.04 0.57 1 00042.png

#2 0.711501 0.702983 0.015869 0.014501 1.01 -3.64 1.41 1 00043.png

#3 0.711501 0.702983 0.015869 0.014501 0.16 -3.11 2.64 1 00044.png

#4 0.711501 0.702983 0.015869 0.014501 0.54 -2.69 3.95 1 00045.png

#5 0.711501 0.702983 0.015869 0.014501 0.08 -2.32 4.54 1 00046.png

#6 0.711501 0.702983 0.015869 0.014501 0.08 -1.32 4.54 1 00047.png


