# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 40, mean observations per image: 1477.504854368932
147 0.711501 0.702983 0.015869 0.014501 2.914799 28.126173 3.500000 1 000127.png

148 0.711501 0.702983 0.015869 0.014501 2.814799 28.226173 3.500000 1 000128.png

149 0.711501 0.702983 0.015869 0.014501 2.688258 28.372510 3.500000 1 000129.png

150 0.711501 0.702983 0.015869 0.014501 2.603686 28.425050 3.500000 1 000130.png

151 0.711501 0.702983 0.015869 0.014501 2.538154 28.595868 3.500000 1 000131.png

152 0.711501 0.702983 0.015869 0.014501 2.412905 28.641500 3.500000 1 000132.png

153 0.711501 0.702983 0.015869 0.014501 2.314776 28.805163 3.500000 1 000133.png

154 0.711501 0.702983 0.015869 0.014501 2.213787 28.852601 3.500000 1 000134.png

155 0.711501 0.702983 0.015869 0.014501 2.113759 28.951601 3.500000 1 000135.png

156 0.711501 0.702983 0.015869 0.014501 2.008175 29.051601 3.500000 1 000136.png

157 0.711501 0.702983 0.015869 0.014501 1.968158 29.205972 3.500000 1 000137.png

158 0.711501 0.702983 0.015869 0.014501 1.848959 29.307989 3.500000 1 000138.png

159 0.711501 0.702983 0.015869 0.014501 1.713885 29.405962 3.500000 1 000139.png
