# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 40, mean observations per image: 1477.504854368932
85 0.711501 0.702983 0.015869 0.014501 8.666911 18.323513 3.500000 1 00066.png

86 0.711501 0.702983 0.015869 0.014501 8.523562 18.460844 3.500000 1 00067.png

87 0.711501 0.702983 0.015869 0.014501 8.460906 18.570840 3.500000 1 00068.png

88 0.711501 0.702983 0.015869 0.014501 8.354473 18.676323 3.500000 1 00069.png

89 0.711501 0.702983 0.015869 0.014501 8.270481 18.719941 3.500000 1 00070.png

90 0.711501 0.702983 0.015869 0.014501 8.124420 18.825515 3.500000 1 00071.png

91 0.711501 0.702983 0.015869 0.014501 7.991023 18.932461 3.500000 1 00072.png

92 0.711501 0.702983 0.015869 0.014501 7.890012 19.876219 3.500000 1 00073.png

93 0.711501 0.702983 0.015869 0.014501 7.844573 19.986322 3.500000 1 00074.png

94 0.711501 0.702983 0.015869 0.014501 7.738973 20.831322 3.500000 1 00075.png

95 0.711501 0.702983 0.015869 0.014501 7.640032 20.919961 3.500000 1 00076.png

96 0.711501 0.702983 0.015869 0.014501 7.550002 21.133131 3.500000 1 00077.png

97 0.711501 0.702983 0.015869 0.014501 7.390685 21.285620 3.500000 1 00078.png

98 0.711501 0.702983 0.015869 0.014501 7.361013 21.401948 3.500000 1 00079.png

99 0.711501 0.702983 0.015869 0.014501 7.264475 21.481939 3.500000 1 00080.png

100 0.711501 0.702983 0.015869 0.014501 7.090012 21.566505 3.500000 1 00081.png

102 0.711501 0.702983 0.015869 0.014501 6.991213 21.676201 3.500000 1 00082.png

103 0.711501 0.702983 0.015869 0.014501 6.898121 21.722972 3.500000 1 00083.png

104 0.711501 0.702983 0.015869 0.014501 6.819028 21.839780 3.500000 1 00084.png

105 0.711501 0.702983 0.015869 0.014501 6.750662 21.938389 3.500000 1 00085.png

106 0.711501 0.702983 0.015869 0.014501 6.664582 22.063140 3.500000 1 00086.png

107 0.711501 0.702983 0.015869 0.014501 6.548651 22.142614 3.500000 1 00087.png

108 0.711501 0.702983 0.015869 0.014501 6.428558 22.244052 3.500000 1 00088.png

109 0.711501 0.702983 0.015869 0.014501 6.349992 22.370941 3.500000 1 00089.png

110 0.711501 0.702983 0.015869 0.014501 6.261002 22.440542 3.500000 1 00090.png

111 0.711501 0.702983 0.015869 0.014501 6.128565 22.582972 3.500000 1 00091.png

112 0.711501 0.702983 0.015869 0.014501 6.018012 22.642600 3.500000 1 00092.png

113 0.711501 0.702983 0.015869 0.014501 5.901123 22.716636 3.500000 1 00093.png

114 0.711501 0.702983 0.015869 0.014501 5.853662 22.822961 3.500000 1 00094.png

115 0.711501 0.702983 0.015869 0.014501 5.689023 22.948961 3.500000 1 00095.png

116 0.711501 0.702983 0.015869 0.014501 5.599123 23.021962 3.500000 1 00096.png

117 0.711501 0.702983 0.015869 0.014501 5.554675 23.166525 3.500000 1 00097.png

118 0.711501 0.702983 0.015869 0.014501 5.445586 23.277534 3.500000 1 00098.png

119 0.711501 0.702983 0.015869 0.014501 5.354673 23.381982 3.500000 1 00099.png

120 0.711501 0.702983 0.015869 0.014501 5.210035 23.466426 3.500000 1 00100.png

121 0.711501 0.702983 0.015869 0.014501 5.100113 23.559969 3.500000 1 000101.png

122 0.711501 0.702983 0.015869 0.014501 5.001113 23.632082 3.500000 1 000102.png

123 0.711501 0.702983 0.015869 0.014501 4.900133 23.722972 3.500000 1 000103.png

124 0.711501 0.702983 0.015869 0.014501 4.800137 23.903515 3.500000 1 000104.png

125 0.711501 0.702983 0.015869 0.014501 4.700113 23.921962 3.500000 1 000105.png

126 0.711501 0.702983 0.015869 0.014501 4.654676 24.021952 3.500000 1 000106.png

127 0.711501 0.702983 0.015869 0.014501 4.499133 24.192951 3.500000 1 000107.png

128 0.711501 0.702983 0.015869 0.014501 4.410176 24.242872 3.500000 1 000108.png

129 0.711501 0.702983 0.015869 0.014501 4.322032 24.320971 3.500000 1 000109.png

130 0.711501 0.702983 0.015869 0.014501 4.209022 24.431522 3.500000 1 000110.png

131 0.711501 0.702983 0.015869 0.014501 4.110013 24.585615 3.500000 1 000111.png

132 0.711501 0.702983 0.015869 0.014501 4.000922 24.641962 3.500000 1 000112.png

133 0.711501 0.702983 0.015869 0.014501 3.899932 24.722972 3.500000 1 000113.png

134 0.711501 0.702983 0.015869 0.014501 3.791023 24.879706 3.500000 1 000114.png

135 0.711501 0.702983 0.015869 0.014501 3.724682 24.912933 3.500000 1 000115.png

136 0.711501 0.702983 0.015869 0.014501 3.654673 25.022972 3.500000 1 000116.png

137 0.711501 0.702983 0.015869 0.014501 3.544584 25.106633 3.500000 1 000117.png

138 0.711501 0.702983 0.015869 0.014501 3.424682 25.222933 3.500000 1 000118.png

139 0.711501 0.702983 0.015869 0.014501 3.355682 25.312933 3.500000 1 000119.png

140 0.711501 0.702983 0.015869 0.014501 3.224682 25.412933 3.500000 1 000120.png

141 0.711501 0.702983 0.015869 0.014501 3.124682 25.546630 3.500000 1 000121.png

142 0.711501 0.702983 0.015869 0.014501 3.001123 25.676524 3.500000 1 000122.png

143 0.711501 0.702983 0.015869 0.014501 2.891013 25.722972 3.500000 1 000123.png

144 0.711501 0.702983 0.015869 0.014501 2.790012 25.822972 3.500000 1 000124.png

145 0.711501 0.702983 0.015869 0.014501 2.754673 25.921962 3.500000 1 000125.png

146 0.711501 0.702983 0.015869 0.014501 2.624682 26.022063 3.500000 1 000126.png

147 0.711501 0.702983 0.015869 0.014501 2.501126 26.106635 3.500000 1 000127.png

148 0.711501 0.702983 0.015869 0.014501 2.401126 26.206635 3.500000 1 000128.png

149 0.711501 0.702983 0.015869 0.014501 2.274585 26.352972 3.500000 1 000129.png

150 0.711501 0.702983 0.015869 0.014501 2.190013 26.405512 3.500000 1 000130.png

151 0.711501 0.702983 0.015869 0.014501 2.124481 26.576330 3.500000 1 000131.png

152 0.711501 0.702983 0.015869 0.014501 1.999232 26.621962 3.500000 1 000132.png

153 0.711501 0.702983 0.015869 0.014501 1.901103 26.785625 3.500000 1 000133.png

154 0.711501 0.702983 0.015869 0.014501 1.800114 26.833063 3.500000 1 000134.png

155 0.711501 0.702983 0.015869 0.014501 1.700086 26.932063 3.500000 1 000135.png

156 0.711501 0.702983 0.015869 0.014501 1.594502 27.032063 3.500000 1 000136.png

157 0.711501 0.702983 0.015869 0.014501 1.554485 27.186434 3.500000 1 000137.png

158 0.711501 0.702983 0.015869 0.014501 1.435286 27.288451 3.500000 1 000138.png

159 0.711501 0.702983 0.015869 0.014501 1.300212 27.386424 3.500000 1 000139.png
